,aum_savings,aum_inheritance,aum_real_estate_value,age,inheritance_age,secondary_school_graduation_age,number_of_universities,earliest_university_graduation_age,latest_university_graduation_age,total_years_of_employment,num_jobs,longest_job_duration,average_salary,most_recent_job_end_age,most_recent_job_start_age,total_property_count,total_property_value,num_property_types,max_property_value,min_property_value,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,inheritance_details_profession_,inheritance_details_profession_Corporate Lawyer,inheritance_details_profession_Hedge Fund Manager,inheritance_details_profession_Investment Banker,inheritance_details_profession_Neurosurgeon,inheritance_details_profession_Oil and Gas Executive,inheritance_details_profession_Private Equity Manager,inheritance_details_profession_Real Estate Developer,inheritance_details_profession_Stock Trader,inheritance_details_profession_Tech Entrepreneur,inheritance_details_profession_Venture Capitalist,inheritance_details_relationship_,inheritance_details_relationship_father,inheritance_details_relationship_grandfather,inheritance_details_relationship_grandmother,inheritance_details_relationship_mother,investment_risk_profile_,investment_risk_profile_Aggressive,investment_risk_profile_Balanced,investment_risk_profile_Conservative,investment_risk_profile_Considerable,investment_risk_profile_High,investment_risk_profile_Low,investment_risk_profile_Moderate,investment_horizon_1-10 months,investment_horizon_1-2 months,investment_horizon_1-3 months,investment_horizon_1-4 months,investment_horizon_1-5 months,investment_horizon_1-6 months,investment_horizon_1-7 months,investment_horizon_1-8 months,investment_horizon_1-9 months,investment_horizon_10 months,investment_horizon_10 weeks,investment_horizon_2 months,investment_horizon_2 weeks,investment_horizon_3 months,investment_horizon_3 weeks,investment_horizon_4 months,investment_horizon_4 weeks,investment_horizon_5 months,investment_horizon_5 weeks,investment_horizon_6 months,investment_horizon_6 weeks,investment_horizon_7 months,investment_horizon_7 weeks,investment_horizon_8 months,investment_horizon_8 weeks,investment_horizon_9 months,investment_horizon_9 weeks,investment_horizon_Long-Term,investment_horizon_Medium,investment_horizon_Short,investment_experience_Experienced,investment_experience_Expert,investment_experience_Inexperienced,type_of_mandate_,type_of_mandate_Advisory,type_of_mandate_Discretionary,type_of_mandate_Execution-Only,type_of_mandate_Hybrid,currency_CHF,currency_DKK,currency_EUR,Spain,Denmark,Germany,Italy,Netherlands,France,Finland,Switzerland,Belgium,Austria
53,400000,3010000,2780000,45,30.0,18,1,23.0,23.0,21,3,16,111000.0,28.0,12.0,2,2780000,2,1872000,908000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54,0,2630000,0,24,17.0,19,1,25.0,25.0,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,350000,2240000,6070000,47,37.0,19,1,24.0,24.0,24,2,23,114500.0,28.0,5.0,3,6070000,2,3290000,1384000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
56,50000,160000,1701000,34,25.0,19,1,23.0,23.0,9,2,5,40500.0,27.0,22.0,2,1701000,1,980000,721000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
57,0,1780000,0,22,17.0,19,0,,,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
58,1070000,1230000,4370000,57,,20,2,23.0,29.0,31,4,18,188750.0,59.0,41.0,3,4370000,3,2040000,640000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59,30000,1770000,0,32,28.0,19,1,25.0,25.0,9,1,9,29000.0,23.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
60,1040000,0,2250000,64,,18,1,24.0,24.0,35,2,34,296000.0,24.0,-10.0,1,2250000,1,2250000,2250000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
61,1070000,0,1500000,61,,19,1,24.0,24.0,33,3,28,221000.0,27.0,-1.0,1,1500000,1,1500000,1500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,1860000,0,1808000,70,,18,1,24.0,24.0,33,4,26,288750.0,49.0,23.0,2,1808000,2,1210000,598000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
63,970000,120000,3110000,58,38.0,18,1,22.0,22.0,33,2,32,295500.0,28.0,-4.0,1,3110000,1,3110000,3110000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64,120000,670000,2230000,38,31.0,19,1,25.0,25.0,13,3,6,59666.666666666664,28.0,22.0,1,2230000,1,2230000,2230000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
65,10000,2150000,0,26,22.0,18,1,23.0,23.0,2,2,1,41000.0,28.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
66,4010000,0,0,57,,18,1,25.0,25.0,36,2,32,1169500.0,28.0,-4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67,670000,890000,11080000,41,24.0,19,1,24.0,24.0,16,3,12,204000.0,28.0,16.0,3,11080000,3,5630000,2090000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
68,6270000,0,0,70,,18,1,25.0,25.0,32,5,15,1237000.0,49.0,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
69,70000,2000000,740000,34,26.0,18,1,24.0,24.0,11,1,11,53000.0,23.0,12.0,1,740000,1,740000,740000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
70,850000,1080000,1550000,51,42.0,18,2,25.0,28.0,27,3,24,212000.0,28.0,4.0,2,1550000,2,780000,770000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
71,570000,7730000,860000,49,32.0,20,1,25.0,25.0,26,3,20,141000.0,28.0,8.0,1,860000,1,860000,860000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
72,150000,640000,3478000,41,32.0,19,1,25.0,25.0,17,2,12,71000.0,28.0,16.0,3,3478000,1,1366000,842000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
73,0,2740000,0,22,13.0,18,0,,,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
74,410000,0,1840000,62,,17,1,22.0,22.0,34,2,31,111000.0,26.0,-5.0,2,1840000,2,1067000,773000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
75,420000,1770000,2550000,46,28.0,20,1,23.0,23.0,20,3,12,146333.33333333334,28.0,16.0,2,2550000,2,1282000,1268000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
76,30000,0,2746000,34,,18,1,25.0,25.0,10,1,10,32000.0,23.0,13.0,3,2746000,2,970000,886000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
77,680000,6430000,1220000,58,47.0,17,1,23.0,23.0,33,2,31,196000.0,28.0,-3.0,1,1220000,1,1220000,1220000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
78,1390000,1400000,5570000,56,42.0,19,1,25.0,25.0,30,4,24,218250.0,57.0,33.0,3,5570000,2,2520000,1030000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
79,1080000,880000,940000,56,37.0,17,1,23.0,23.0,31,3,25,252666.66666666666,28.0,3.0,1,940000,1,940000,940000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
80,60000,3020000,2478000,31,25.0,18,1,24.0,24.0,8,1,8,54000.0,23.0,15.0,2,2478000,2,1598000,880000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
81,2810000,0,0,56,,18,1,24.0,24.0,30,5,19,427000.0,59.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
82,260000,3380000,3540000,44,31.0,18,1,24.0,24.0,20,2,18,100500.0,28.0,10.0,2,3540000,2,2160000,1380000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
83,1010000,0,4320000,66,,17,1,24.0,24.0,33,3,25,204666.66666666666,22.0,-3.0,2,4320000,2,2320000,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
84,40000,7580000,1690000,32,27.0,19,1,23.0,23.0,6,2,4,36500.0,28.0,24.0,1,1690000,1,1690000,1690000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
85,160000,790000,1690000,42,30.0,19,1,24.0,24.0,16,2,15,67000.0,28.0,13.0,1,1690000,1,1690000,1690000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
86,880000,1750000,2060000,59,40.0,19,1,25.0,25.0,33,3,25,188666.66666666666,28.0,3.0,2,2060000,2,1113000,947000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
87,740000,0,4262000,61,,19,1,25.0,25.0,36,2,31,199500.0,27.0,-4.0,3,4262000,3,1950000,960000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88,5600000,10540000,990000,51,40.0,19,1,25.0,25.0,27,5,13,1078800.0,59.0,46.0,1,990000,1,990000,990000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
89,560000,7500000,940000,51,41.0,19,1,25.0,25.0,24,4,16,129000.0,59.0,43.0,1,940000,1,940000,940000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
90,830000,2180000,6000000,56,39.0,18,1,24.0,24.0,33,2,31,234500.0,28.0,-3.0,3,6000000,2,2560000,1310000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
91,390000,5060000,1640000,40,31.0,19,1,25.0,25.0,16,2,13,160500.0,28.0,15.0,1,1640000,1,1640000,1640000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
92,0,1770000,0,23,14.0,20,0,,,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
93,1100000,1320000,4350000,58,43.0,19,1,23.0,23.0,31,3,25,221000.0,28.0,3.0,3,4350000,3,2270000,990000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
94,390000,1180000,0,46,36.0,18,1,23.0,23.0,22,2,19,139000.0,28.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
95,940000,0,7280000,64,,18,1,23.0,23.0,35,2,31,282500.0,24.0,-7.0,2,7280000,2,4850000,2430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
96,1090000,183000,0,61,46.0,20,1,25.0,25.0,30,5,18,170000.0,58.0,40.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
97,30000,4110000,1440000,31,26.0,20,1,25.0,25.0,6,2,4,33000.0,28.0,24.0,1,1440000,1,1440000,1440000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
98,16230000,0,4426000,67,,18,1,24.0,24.0,35,5,27,2189200.0,52.0,25.0,3,4426000,2,1602000,1384000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
99,2110000,0,1450000,66,,18,2,23.0,28.0,34,4,27,364000.0,53.0,26.0,1,1450000,1,1450000,1450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
100,170000,980000,3183000,41,29.0,19,1,24.0,24.0,14,3,5,78333.33333333333,28.0,23.0,3,3183000,2,1343000,880000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
101,370000,8620000,0,44,25.0,17,1,23.0,23.0,17,3,15,129000.0,28.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
102,20000,2170000,0,26,19.0,19,1,24.0,24.0,3,1,3,35000.0,23.0,20.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
103,20000,1750000,0,28,24.0,20,1,23.0,23.0,4,1,4,23000.0,23.0,19.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
104,0,2400000,0,24,14.0,19,1,24.0,24.0,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
105,0,2920000,0,23,17.0,20,1,23.0,23.0,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
106,0,2560000,0,21,17.0,19,0,,,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
107,1740000,0,4088000,70,,18,1,22.0,22.0,34,4,25,310250.0,49.0,24.0,2,4088000,2,2970000,1118000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
108,10000,1200000,0,25,21.0,18,1,24.0,24.0,2,1,2,28000.0,23.0,21.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
109,0,2830000,0,21,11.0,18,0,,,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
110,800000,0,4010000,66,,20,1,25.0,25.0,30,5,16,149600.0,53.0,37.0,2,4010000,2,2020000,1990000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
111,10460000,0,5116000,67,,18,1,25.0,25.0,33,4,23,1851750.0,52.0,29.0,3,5116000,2,2390000,1062000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
