aum_savings,aum_inheritance,aum_real_estate_value,number_of_children,summary_type,age,inheritance_age,secondary_school_graduation_age,number_of_universities,earliest_university_graduation_age,latest_university_graduation_age,total_years_of_employment,total_gap_years,num_jobs,num_jobs_squared,longest_job_duration,longest_job_duration_sin,longest_job_duration_cos,shortest_job_duration,maximum_salary,minimum_salary,average_salary,most_recent_job_end_age,most_recent_job_start_age,total_property_count,total_property_value,num_property_types,max_property_value,min_property_value,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,inheritance_details_profession_,inheritance_details_profession_Corporate Lawyer,inheritance_details_profession_Hedge Fund Manager,inheritance_details_profession_Investment Banker,inheritance_details_profession_Neurosurgeon,inheritance_details_profession_Oil and Gas Executive,inheritance_details_profession_Private Equity Manager,inheritance_details_profession_Real Estate Developer,inheritance_details_profession_Stock Trader,inheritance_details_profession_Tech Entrepreneur,inheritance_details_profession_Venture Capitalist,inheritance_details_relationship_,inheritance_details_relationship_father,inheritance_details_relationship_grandfather,inheritance_details_relationship_grandmother,inheritance_details_relationship_mother,investment_risk_profile_,investment_risk_profile_Considerable,investment_risk_profile_High,investment_risk_profile_Low,investment_risk_profile_Moderate,investment_horizon_Long-Term,investment_horizon_Medium,investment_horizon_Short,investment_experience_Experienced,investment_experience_Expert,investment_experience_Inexperienced,type_of_mandate_Advisory,type_of_mandate_Discretionary,currency_CHF,currency_DKK,currency_EUR,Spain,Denmark,Germany,Italy,Netherlands,France,Finland,Switzerland,Belgium,Austria
410000,0,1840000,2,0,62,,17,1,22.0,22.0,34,2,2,4,31,-0.7660444431189781,0.6427876096865393,3,197000,25000,11.6172944892629,60.0,29.0,2,14.425276673063282,2,1067000,773000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
420000,1770000,2550000,0,1,46,28.0,20,1,23.0,23.0,20,2,3,9,12,0.8660254037844387,-0.4999999999999998,4,333000,46000,11.893649237078833,47.0,35.0,2,14.751604309291395,2,1282000,1268000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
30000,0,2746000,1,8,34,,18,1,25.0,25.0,10,0,1,1,10,0.984807753012208,-0.1736481776669303,10,32000,32000,10.373522431293592,35.0,25.0,3,14.825656229476047,2,970000,886000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
680000,6430000,1220000,3,8,58,47.0,17,1,23.0,23.0,33,2,2,4,31,-0.7660444431189781,0.6427876096865393,2,356000,36000,12.185875040240456,58.0,27.0,1,14.014362236381235,1,1220000,1220000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1390000,1400000,5570000,0,3,56,42.0,19,1,25.0,25.0,30,1,4,16,24,-0.8660254037844385,-0.5000000000000004,1,749000,24000,12.293401055592842,55.0,31.0,3,15.532905791436665,2,2520000,1030000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1080000,880000,940000,1,4,56,37.0,17,1,23.0,23.0,31,1,3,9,25,-0.9396926207859084,-0.34202014332566855,2,650000,45000,12.439830333732209,56.0,31.0,1,13.753636218075409,1,940000,940000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
60000,3020000,2478000,2,2,31,25.0,18,1,24.0,24.0,8,0,1,1,8,0.984807753012208,0.17364817766693041,8,54000,54000,10.896757843893464,32.0,24.0,2,14.722962744722395,2,1598000,880000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2810000,0,0,2,8,56,,18,1,24.0,24.0,30,3,5,25,19,-0.17364817766693003,-0.9848077530122081,1,1679000,62000,12.964541634128395,57.0,38.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
260000,3380000,3540000,2,0,44,31.0,18,1,24.0,24.0,20,1,2,4,18,1.2246467991473532e-16,-1.0,2,160000,41000,11.51792295668052,45.0,27.0,2,15.079637567595793,2,2160000,1380000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1010000,0,4320000,0,2,66,,17,1,24.0,24.0,33,4,3,9,25,-0.9396926207859084,-0.34202014332566855,4,498000,46000,12.229142804442718,60.0,35.0,2,15.278766191701747,2,2320000,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
40000,7580000,1690000,0,2,32,27.0,19,1,23.0,23.0,6,2,2,4,4,0.6427876096865393,0.766044443118978,2,42000,31000,10.505094936455558,33.0,29.0,1,14.340239678615058,1,1690000,1690000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
160000,790000,1690000,3,8,42,30.0,19,1,24.0,24.0,16,2,2,4,15,0.5000000000000003,-0.8660254037844385,1,101000,33000,11.112462823634855,43.0,28.0,1,14.340239678615058,1,1690000,1690000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
880000,1750000,2060000,2,9,59,40.0,19,1,25.0,25.0,33,3,3,9,25,-0.9396926207859084,-0.34202014332566855,3,478000,30000,12.14774236885652,60.0,35.0,2,14.53821702620254,2,1113000,947000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
740000,0,4262000,3,8,61,,19,1,25.0,25.0,36,1,2,4,31,-0.7660444431189781,0.6427876096865393,5,352000,47000,12.20357452783082,61.0,30.0,3,15.2652493262723,3,1950000,960000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
5600000,10540000,990000,0,0,51,40.0,19,1,25.0,25.0,27,0,5,25,13,0.766044443118978,-0.6427876096865394,3,3289000,251000,13.89136079720316,52.0,39.0,1,13.805461232211272,1,990000,990000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
560000,7500000,940000,1,8,51,41.0,19,1,25.0,25.0,24,3,4,16,16,0.3420201433256689,-0.9396926207859083,2,388000,25000,11.767575435251748,52.0,36.0,1,13.753636218075409,1,940000,940000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
830000,2180000,6000000,1,3,56,39.0,18,1,24.0,24.0,33,0,2,4,31,-0.7660444431189781,0.6427876096865393,2,426000,43000,12.365215131251702,57.0,26.0,3,15.607270193858982,2,2560000,1310000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1770000,0,0,5,23,14.0,20,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
390000,1180000,0,3,9,46,36.0,18,1,23.0,23.0,22,0,2,4,19,-0.17364817766693003,-0.9848077530122081,3,241000,37000,11.842236406331555,47.0,28.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
940000,0,7280000,3,1,64,,18,1,23.0,23.0,35,2,2,4,31,-0.7660444431189781,0.6427876096865393,4,504000,61000,12.551437369385376,61.0,30.0,2,15.800641557535497,2,4850000,2430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1090000,183000,0,1,9,61,46.0,20,1,25.0,25.0,30,6,5,25,18,1.2246467991473532e-16,-1.0,2,613000,26000,12.04355959836804,61.0,43.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
30000,4110000,1440000,0,8,31,26.0,20,1,25.0,25.0,6,2,2,4,4,0.6427876096865393,0.766044443118978,2,38000,28000,10.404293143019792,32.0,28.0,1,14.180154365996387,1,1440000,1440000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16230000,0,4426000,2,8,67,,18,1,24.0,24.0,35,2,5,25,27,-1.0,-1.8369701987210297e-16,1,8798000,273000,14.599047195039663,61.0,34.0,3,15.303007025530748,2,1602000,1384000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2110000,0,1450000,0,0,66,,18,2,23.0,28.0,34,3,4,16,27,-1.0,-1.8369701987210297e-16,2,1251000,44000,12.804911893867851,61.0,34.0,1,14.187074804051692,1,1450000,1450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
170000,980000,3183000,2,9,41,29.0,19,1,24.0,24.0,14,4,3,9,5,0.766044443118978,0.6427876096865394,4,135000,45000,11.268741270334148,42.0,37.0,3,14.973335020433204,2,1343000,880000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
370000,8620000,0,3,4,44,25.0,17,1,23.0,23.0,17,4,3,9,15,0.5000000000000003,-0.8660254037844385,1,292000,38000,11.767575435251748,44.0,29.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20000,2170000,0,0,1,26,19.0,19,1,24.0,24.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,35000,35000,10.463131911491967,27.0,24.0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20000,1750000,0,0,9,28,24.0,20,1,23.0,23.0,4,0,1,1,4,0.6427876096865393,0.766044443118978,4,23000,23000,10.043292972227004,29.0,25.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2400000,0,0,5,24,14.0,19,1,24.0,24.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2920000,0,0,7,23,17.0,20,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,2560000,0,0,6,21,17.0,19,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1740000,0,4088000,3,9,70,,18,1,22.0,22.0,34,3,4,16,25,-0.9396926207859084,-0.34202014332566855,2,1048000,46000,12.64513692626875,60.0,35.0,2,15.223566655484042,2,2970000,1118000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10000,1200000,0,0,1,25,21.0,18,1,24.0,24.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,28000,28000,10.239995502805316,26.0,24.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,2830000,0,0,6,21,11.0,18,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
800000,0,4010000,2,8,66,,20,1,25.0,25.0,30,7,5,25,16,0.3420201433256689,-0.9396926207859083,3,466000,30000,11.915727028992151,61.0,45.0,2,15.20430204865928,2,2020000,1990000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10460000,0,5116000,3,4,67,,18,1,25.0,25.0,33,3,4,16,23,-0.7660444431189779,-0.6427876096865395,1,6187000,353000,14.431642235905091,61.0,38.0,3,15.447883637146058,2,2390000,1062000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
50000,290000,780000,0,4,36,26.0,18,1,22.0,22.0,8,4,3,9,5,0.766044443118978,0.6427876096865394,1,58000,35000,10.721819934630316,36.0,35.0,1,13.567050480716235,1,780000,780000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4200000,0,6152000,0,8,64,,19,1,25.0,25.0,34,2,2,4,32,-0.6427876096865396,0.7660444431189778,2,2213000,281000,14.036252026586471,61.0,29.0,3,15.632287952716368,2,2280000,1902000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
580000,1180000,5060000,0,0,58,40.0,18,1,23.0,23.0,33,2,2,4,30,-0.866025403784439,0.49999999999999933,3,292000,32000,11.995357787034976,58.0,28.0,2,15.436877238892087,2,2800000,2260000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
500000,230000,1460000,1,2,44,27.0,19,2,25.0,27.0,5,1,2,4,3,0.49999999999999994,0.8660254037844387,2,70000,43000,10.942013616092948,31.0,28.0,1,14.19394767861579,1,1460000,1460000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
80000,4680000,4530000,1,9,37,29.0,20,1,25.0,25.0,12,2,3,9,5,0.766044443118978,0.6427876096865394,3,64000,24000,10.699514674672367,38.0,35.0,2,15.326232718209745,1,2460000,2070000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
850000,0,6300000,0,3,70,,18,1,24.0,24.0,34,2,3,9,29,-0.9396926207859083,0.342020143325669,2,483000,24000,12.111767460549332,61.0,32.0,3,15.656060350091908,2,2644000,1688000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1430000,0,3183000,1,3,66,,19,1,25.0,25.0,32,5,5,25,19,-0.17364817766693003,-0.9848077530122081,2,760000,30000,12.285812230343542,61.0,42.0,3,14.973335020433204,2,1112000,990000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
80000,7620000,1670000,0,4,33,29.0,20,1,23.0,23.0,8,1,2,4,6,0.8660254037844386,0.5000000000000001,2,74000,42000,10.968215530759236,34.0,28.0,2,14.328334783195153,2,850000,820000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
130000,8230000,810000,0,9,40,30.0,18,1,24.0,24.0,15,1,2,4,14,0.6427876096865395,-0.7660444431189779,1,87000,29000,10.968215530759236,40.0,26.0,1,13.60479076121576,1,810000,810000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
50000,8350000,1470000,1,1,32,27.0,18,1,25.0,25.0,7,1,2,4,5,0.766044443118978,0.6427876096865394,2,64000,53000,10.97679912709094,33.0,31.0,1,14.200773639026796,1,1470000,1470000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
990000,360000,10720000,1,3,58,47.0,17,1,24.0,24.0,34,1,2,4,32,-0.6427876096865396,0.7660444431189778,2,492000,65000,12.537176929007302,58.0,26.0,3,16.18762180689051,3,5970000,1920000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1360000,0,9700000,3,9,61,,20,1,23.0,23.0,35,2,2,4,32,-0.6427876096865396,0.7660444431189778,3,683000,58000,12.822611422769967,61.0,29.0,2,16.08763654656639,1,5210000,4490000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
5410000,3680000,4140000,3,1,60,49.0,19,1,24.0,24.0,33,4,3,9,24,-0.8660254037844385,-0.5000000000000004,4,3169000,286000,14.091626752769644,60.0,36.0,3,15.236206587347361,2,2040000,930000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1470000,0,3691000,1,1,67,,19,1,24.0,24.0,35,1,3,9,32,-0.6427876096865396,0.7660444431189778,1,695000,40000,12.497501440243848,61.0,29.0,3,15.121408252941386,3,1426000,900000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20000,1730000,3050000,2,8,30,25.0,20,1,23.0,23.0,4,2,2,4,4,0.6427876096865393,0.766044443118978,0,41000,27000,10.434145214930487,31.0,31.0,3,14.930652476452392,3,1170000,750000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1100000,7660000,4440000,0,0,58,48.0,20,1,25.0,25.0,33,2,2,4,29,-0.9396926207859083,0.342020143325669,4,532000,66000,12.608202196848836,59.0,30.0,1,15.306165159633608,1,4440000,4440000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50000,4340000,670000,1,9,33,25.0,18,1,22.0,22.0,9,0,1,1,9,1.0,6.123233995736766e-17,9,53000,53000,10.87806606028079,33.0,24.0,1,13.415034483903348,1,670000,670000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1230000,0,3090000,0,8,69,,19,1,24.0,24.0,35,2,3,9,29,-0.9396926207859083,0.342020143325669,2,632000,37000,12.395318783091176,61.0,32.0,2,14.94368197249847,2,1850000,1240000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11450000,0,3757000,0,3,67,,18,1,24.0,24.0,31,5,5,25,21,-0.5000000000000001,-0.8660254037844386,1,6440000,265000,14.417419805854916,60.0,39.0,3,15.139131590725887,3,1757000,810000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1020000,2990000,2760000,0,1,57,38.0,20,2,23.0,28.0,27,6,4,16,20,-0.34202014332566866,-0.9396926207859084,1,670000,44000,12.286504508242295,58.0,38.0,2,14.830741600012107,2,1763000,997000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
250000,720000,4919000,3,0,43,30.0,20,1,25.0,25.0,18,2,2,4,14,0.6427876096865395,-0.7660444431189779,4,170000,41000,11.566475710526321,44.0,30.0,3,15.40861601907081,2,1860000,1381000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1120000,1410000,1180000,2,9,48,33.0,19,1,23.0,23.0,25,0,5,25,14,0.6427876096865395,-0.7660444431189779,1,741000,39000,12.285812230343542,49.0,35.0,1,13.981025843899115,1,1180000,1180000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10000,2400000,0,0,9,27,22.0,17,1,22.0,22.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,31000,31000,10.34177474101152,27.0,24.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
680000,3890000,4500000,2,1,55,37.0,17,1,24.0,24.0,27,2,3,9,18,1.2246467991473532e-16,-1.0,4,448000,44000,12.120883244098218,53.0,35.0,3,15.319588176962746,3,2230000,690000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
320000,3710000,810000,1,1,45,34.0,20,1,23.0,23.0,22,0,2,4,17,0.17364817766693028,-0.984807753012208,5,195000,45000,11.695255355062795,46.0,29.0,1,13.60479076121576,1,810000,810000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2340000,0,8390000,3,2,68,,19,1,25.0,25.0,30,6,5,25,18,1.2246467991473532e-16,-1.0,1,1351000,57000,12.944673477906615,61.0,43.0,3,15.942551197632893,3,5340000,890000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
50000,410000,4218000,0,3,33,27.0,18,1,23.0,23.0,8,1,2,4,5,0.766044443118978,0.6427876096865394,3,53000,36000,10.703266939811954,34.0,29.0,3,15.254871877100014,3,2240000,940000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
330000,3590000,2160000,1,8,49,38.0,20,2,24.0,28.0,21,4,5,25,9,1.0,6.123233995736766e-17,2,232000,24000,11.420821140914589,49.0,40.0,1,14.585619242623203,1,2160000,2160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
370000,110000,1890000,3,9,46,28.0,19,1,25.0,25.0,20,2,5,25,8,0.984807753012208,0.17364817766693041,2,252000,34000,11.571203807011969,47.0,39.0,2,14.452087916136215,1,1100000,790000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
330000,5200000,2026000,0,0,46,30.0,17,1,22.0,22.0,20,2,4,16,10,0.984807753012208,-0.1736481776669303,1,232000,51000,11.530283931266375,46.0,36.0,2,14.52157445737406,1,1060000,966000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30000,2590000,0,0,8,27,19.0,19,1,25.0,25.0,4,0,2,4,3,0.49999999999999994,0.8660254037844387,1,61000,40000,10.829748417047593,28.0,27.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1420000,640000,1040000,2,3,57,40.0,17,1,24.0,24.0,31,3,5,25,12,0.8660254037844387,-0.4999999999999998,4,869000,50000,12.497252344150006,57.0,45.0,1,13.854732232655556,1,1040000,1040000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
220000,2790000,2600000,0,9,44,29.0,20,1,25.0,25.0,18,2,2,4,15,0.5000000000000003,-0.8660254037844385,3,141000,40000,11.413116179350727,45.0,30.0,1,14.77102238760702,1,2600000,2600000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
